"키","파일","구울크기","그릴크기","갈래","이름","프롬프트"
"npc_shopkeeper_walk1","assets/sprites/npc/shopkeeper_walk1.png","192x256","60x80","마을 사람","상인 — 걷기1","A shopkeeper walk1, one of the townsfolk of a small medieval fantasy town. 3/4 top-down view, full body, standing still and facing the camera, feet at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. Friendly readable silhouette; the clothing colour is what players recognise them by, so keep one strong signature colour. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"npc_shopkeeper_walk2","assets/sprites/npc/shopkeeper_walk2.png","192x256","60x80","마을 사람","상인 — 걷기2","A shopkeeper walk2, one of the townsfolk of a small medieval fantasy town. 3/4 top-down view, full body, standing still and facing the camera, feet at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. Friendly readable silhouette; the clothing colour is what players recognise them by, so keep one strong signature colour. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"npc_blacksmith_walk1","assets/sprites/npc/blacksmith_walk1.png","192x256","60x80","마을 사람","대장장이 — 걷기1","A blacksmith walk1, one of the townsfolk of a small medieval fantasy town. 3/4 top-down view, full body, standing still and facing the camera, feet at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. Friendly readable silhouette; the clothing colour is what players recognise them by, so keep one strong signature colour. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"npc_blacksmith_walk2","assets/sprites/npc/blacksmith_walk2.png","192x256","60x80","마을 사람","대장장이 — 걷기2","A blacksmith walk2, one of the townsfolk of a small medieval fantasy town. 3/4 top-down view, full body, standing still and facing the camera, feet at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. Friendly readable silhouette; the clothing colour is what players recognise them by, so keep one strong signature colour. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"npc_innkeeper_walk1","assets/sprites/npc/innkeeper_walk1.png","192x256","60x80","마을 사람","여관주인 — 걷기1","An innkeeper walk1, one of the townsfolk of a small medieval fantasy town. 3/4 top-down view, full body, standing still and facing the camera, feet at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. Friendly readable silhouette; the clothing colour is what players recognise them by, so keep one strong signature colour. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"npc_innkeeper_walk2","assets/sprites/npc/innkeeper_walk2.png","192x256","60x80","마을 사람","여관주인 — 걷기2","An innkeeper walk2, one of the townsfolk of a small medieval fantasy town. 3/4 top-down view, full body, standing still and facing the camera, feet at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. Friendly readable silhouette; the clothing colour is what players recognise them by, so keep one strong signature colour. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"npc_villager_walk1","assets/sprites/npc/villager_walk1.png","192x256","60x80","마을 사람","주민 — 걷기1","A villager walk1, one of the townsfolk of a small medieval fantasy town. 3/4 top-down view, full body, standing still and facing the camera, feet at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. Friendly readable silhouette; the clothing colour is what players recognise them by, so keep one strong signature colour. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"npc_villager_walk2","assets/sprites/npc/villager_walk2.png","192x256","60x80","마을 사람","주민 — 걷기2","A villager walk2, one of the townsfolk of a small medieval fantasy town. 3/4 top-down view, full body, standing still and facing the camera, feet at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. Friendly readable silhouette; the clothing colour is what players recognise them by, so keep one strong signature colour. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"npc_elder_walk1","assets/sprites/npc/elder_walk1.png","192x256","60x80","마을 사람","촌장 — 걷기1","An elder walk1, one of the townsfolk of a small medieval fantasy town. 3/4 top-down view, full body, standing still and facing the camera, feet at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. Friendly readable silhouette; the clothing colour is what players recognise them by, so keep one strong signature colour. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"npc_elder_walk2","assets/sprites/npc/elder_walk2.png","192x256","60x80","마을 사람","촌장 — 걷기2","An elder walk2, one of the townsfolk of a small medieval fantasy town. 3/4 top-down view, full body, standing still and facing the camera, feet at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. Friendly readable silhouette; the clothing colour is what players recognise them by, so keep one strong signature colour. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
